"tensor(-0.2085, grad_fn=<NegBackward>)","tensor(0.0482, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2070, grad_fn=<NegBackward>)","tensor(0.0230, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2172, grad_fn=<NegBackward>)","tensor(0.0259, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2523, grad_fn=<NegBackward>)","tensor(0.0220, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2412, grad_fn=<NegBackward>)","tensor(0.0188, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2474, grad_fn=<NegBackward>)","tensor(0.0234, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2558, grad_fn=<NegBackward>)","tensor(0.0360, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2650, grad_fn=<NegBackward>)","tensor(0.0308, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2746, grad_fn=<NegBackward>)","tensor(0.0469, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2768, grad_fn=<NegBackward>)","tensor(0.0365, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2468, grad_fn=<NegBackward>)","tensor(0.0309, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2617, grad_fn=<NegBackward>)","tensor(0.0333, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2617, grad_fn=<NegBackward>)","tensor(0.0189, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2434, grad_fn=<NegBackward>)","tensor(0.0355, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2588, grad_fn=<NegBackward>)","tensor(0.0147, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2380, grad_fn=<NegBackward>)","tensor(0.0307, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2507, grad_fn=<NegBackward>)","tensor(0.0143, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2248, grad_fn=<NegBackward>)","tensor(0.0152, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2262, grad_fn=<NegBackward>)","tensor(0.0221, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2557, grad_fn=<NegBackward>)","tensor(0.0144, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2514, grad_fn=<NegBackward>)","tensor(0.0216, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2594, grad_fn=<NegBackward>)","tensor(0.0176, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2698, grad_fn=<NegBackward>)","tensor(0.0158, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2421, grad_fn=<NegBackward>)","tensor(0.0166, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2559, grad_fn=<NegBackward>)","tensor(0.0283, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2352, grad_fn=<NegBackward>)","tensor(0.0188, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2257, grad_fn=<NegBackward>)","tensor(0.0168, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2450, grad_fn=<NegBackward>)","tensor(0.0286, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2627, grad_fn=<NegBackward>)","tensor(0.0121, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2400, grad_fn=<NegBackward>)","tensor(0.0136, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2461, grad_fn=<NegBackward>)","tensor(0.0176, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2392, grad_fn=<NegBackward>)","tensor(0.0120, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2444, grad_fn=<NegBackward>)","tensor(0.0236, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2398, grad_fn=<NegBackward>)","tensor(0.0206, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2430, grad_fn=<NegBackward>)","tensor(0.0259, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2488, grad_fn=<NegBackward>)","tensor(0.0285, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2423, grad_fn=<NegBackward>)","tensor(0.0349, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2575, grad_fn=<NegBackward>)","tensor(0.0248, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2575, grad_fn=<NegBackward>)","tensor(0.0148, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2402, grad_fn=<NegBackward>)","tensor(0.0306, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2406, grad_fn=<NegBackward>)","tensor(0.0151, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2494, grad_fn=<NegBackward>)","tensor(0.0258, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2665, grad_fn=<NegBackward>)","tensor(0.0233, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2486, grad_fn=<NegBackward>)","tensor(0.0182, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2516, grad_fn=<NegBackward>)","tensor(0.0135, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2728, grad_fn=<NegBackward>)","tensor(0.0092, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2492, grad_fn=<NegBackward>)","tensor(0.0119, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2312, grad_fn=<NegBackward>)","tensor(0.0144, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2357, grad_fn=<NegBackward>)","tensor(0.0147, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2331, grad_fn=<NegBackward>)","tensor(0.0133, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2393, grad_fn=<NegBackward>)","tensor(0.0159, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2399, grad_fn=<NegBackward>)","tensor(0.0244, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2505, grad_fn=<NegBackward>)","tensor(0.0229, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2544, grad_fn=<NegBackward>)","tensor(0.0225, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2577, grad_fn=<NegBackward>)","tensor(0.0197, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2668, grad_fn=<NegBackward>)","tensor(0.0236, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2674, grad_fn=<NegBackward>)","tensor(0.0169, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2429, grad_fn=<NegBackward>)","tensor(0.0155, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2343, grad_fn=<NegBackward>)","tensor(0.0270, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2619, grad_fn=<NegBackward>)","tensor(0.0119, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2545, grad_fn=<NegBackward>)","tensor(0.0135, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2266, grad_fn=<NegBackward>)","tensor(0.0112, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2482, grad_fn=<NegBackward>)","tensor(0.0124, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2464, grad_fn=<NegBackward>)","tensor(0.0129, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2482, grad_fn=<NegBackward>)","tensor(0.0193, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2507, grad_fn=<NegBackward>)","tensor(0.0099, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2461, grad_fn=<NegBackward>)","tensor(0.0086, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2610, grad_fn=<NegBackward>)","tensor(0.0288, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2650, grad_fn=<NegBackward>)","tensor(0.0093, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2249, grad_fn=<NegBackward>)","tensor(0.0197, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2477, grad_fn=<NegBackward>)","tensor(0.0081, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2318, grad_fn=<NegBackward>)","tensor(0.0096, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2433, grad_fn=<NegBackward>)","tensor(0.0174, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2697, grad_fn=<NegBackward>)","tensor(0.0076, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2635, grad_fn=<NegBackward>)","tensor(0.0107, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2653, grad_fn=<NegBackward>)","tensor(0.0175, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2633, grad_fn=<NegBackward>)","tensor(0.0216, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2777, grad_fn=<NegBackward>)","tensor(0.0226, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2474, grad_fn=<NegBackward>)","tensor(0.0190, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2558, grad_fn=<NegBackward>)","tensor(0.0106, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2706, grad_fn=<NegBackward>)","tensor(0.0159, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2779, grad_fn=<NegBackward>)","tensor(0.0243, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2667, grad_fn=<NegBackward>)","tensor(0.0287, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2692, grad_fn=<NegBackward>)","tensor(0.0104, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.2645, grad_fn=<NegBackward>)","tensor(0.0150, grad_fn=<SmoothL1LossBackward>)"
